EMP_ID,CURRENT_EMP_YN,AGE,TENURE_DAYS,IS_LEAVER,AGE_AT_HIRING,TENURE_TO_AGE_RATIO,PRIOR_CAREER_DAYS,NUM_PRIOR_COMPANIES,PRIOR_CAREER_RELEVANCE_RATIO,AVG_TENURE_PER_COMPANY,IS_STEM_MAJOR,NUM_DEP_CHANGES,AVG_DEP_TENURE_DAYS,DAYS_SINCE_LAST_DEP_CHANGE,NUM_PROMOTIONS,AVG_PROMOTION_SPEED_DAYS,DAYS_SINCE_LAST_PROMOTION,PROMOTION_RATE,NUM_PROJECTS,AVG_PROJECT_DURATION,LATEST_TOTAL_PAY,PAY_YEAR,AVG_YOY_GROWTH,AVG_VARIABLE_PAY_RATIO,TOTAL_EXPERIENCE_YEARS,LATEST_EVAL_SCORE,AVG_EVAL_SCORE,EVAL_SCORE_STDDEV,EVAL_SCORE_TREND,EVAL_SCORE_1Y,EVAL_SCORE_2Y,AVG_OVERTIME_MINUTES,AVG_NIGHT_WORK_MINUTES,OVERTIME_1Y,OVERTIME_2Y,TOTAL_LEAVE_DAYS,SICK_LEAVE_RATIO,AVG_LEAVE_TERM,TOTAL_ABSENCE_DAYS,NUM_ABSENCES,GENDER_M,NATIONALITY_Other,HIGHEST_DEGREE_박사,HIGHEST_DEGREE_석사,HIGHEST_DEGREE_전문학사,HIGHEST_DEGREE_학사,FINAL_MAJOR_CATEGORY_Unknown,FINAL_MAJOR_CATEGORY_기타,FINAL_MAJOR_CATEGORY_기타공학계열,FINAL_MAJOR_CATEGORY_디자인계열,FINAL_MAJOR_CATEGORY_사회과학계열,FINAL_MAJOR_CATEGORY_상경계열,FINAL_MAJOR_CATEGORY_어문계열,FINAL_MAJOR_CATEGORY_인문계열,FINAL_MAJOR_CATEGORY_자연과학계열,FINAL_SCHOOL_LEVEL_1.0,FINAL_SCHOOL_LEVEL_2.0,FINAL_SCHOOL_LEVEL_3.0,FINAL_SCHOOL_LEVEL_4.0,LATEST_TITLE_INFO_Member,SALARY_LEVEL_VS_EXPERIENCE_중,SALARY_LEVEL_VS_EXPERIENCE_하,LATEST_DIVISION_NAME_Operating Division,LATEST_DIVISION_NAME_Planning Division,LATEST_DIVISION_NAME_Sales Division,LATEST_OFFICE_NAME_Engineering Office,LATEST_OFFICE_NAME_Finance Office,LATEST_OFFICE_NAME_Global Sales Office,LATEST_OFFICE_NAME_Marketing Office,LATEST_OFFICE_NAME_Production Office,LATEST_OFFICE_NAME_QA Office,LATEST_OFFICE_NAME_R&D Office,LATEST_OFFICE_NAME_Strategy Office,LATEST_JOB_L1_NAME_Management Support,LATEST_JOB_L1_NAME_Planning,LATEST_JOB_L1_NAME_Production & Engineering,LATEST_JOB_L1_NAME_Sales & Marketing,LATEST_JOB_L2_NAME_Data Scientist,LATEST_JOB_L2_NAME_Engineering,LATEST_JOB_L2_NAME_Finance,LATEST_JOB_L2_NAME_HR,LATEST_JOB_L2_NAME_Infrastructure,LATEST_JOB_L2_NAME_Marketing,LATEST_JOB_L2_NAME_Production Management,LATEST_JOB_L2_NAME_SW Developer,LATEST_JOB_L2_NAME_Sales,LATEST_POSITION_NAME_Director,LATEST_POSITION_NAME_Manager,LATEST_POSITION_NAME_Staff
E00011,N,26,493,1,24.48186173853525,0.05191386300215869,856.0,2.0,0.0,428.0,0.0,1,493.0,727,0.0,0.0,0.0,0.0,2.0,194.0,18976670.0,2025,-12.12,12.84,3.693360711841205,76.68,42.3775,22.92340343404531,27.241826533460234,76.68,46.50333333333333,-22.14782608695652,0.1565217391304348,-42.183673469387756,-22.14782608695652,48.5,0.18556701030927836,0.9509803921568627,169.0,1.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E00012,Y,25,4092,0,14.584531143052704,0.44813141683778235,462.0,2.0,0.5,231.0,0.0,2,2045.5,3635,2.0,1451.5,1078.0,0.17851906158357772,0.0,0.0,126565949.0,2025,4.988333333333333,23.455,12.46817248459959,35.42,62.67222222222222,25.57037581742679,-4.104960999080699,35.42,40.96666666666667,35.55606617647059,1.8759191176470589,26.587209302325583,29.670454545454547,101.0,0.04950495049504951,0.8782608695652174,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
E00013,Y,30,3072,0,21.880903490759753,0.28035592060232717,758.0,2.0,0.5,379.0,0.0,3,1023.3333333333334,1900,1.0,713.0,713.0,0.118896484375,0.0,0.0,87481469.0,2025,7.536666666666666,25.12666666666667,10.485968514715948,85.18,74.43555555555557,14.833462265357264,8.720984523417844,85.18,86.58999999999999,18.30392156862745,3.9536541889483066,9.97752808988764,10.605113636363637,103.5,0.04830917874396135,0.915929203539823,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
E00014,N,45,1122,1,32.23271731690623,0.06826374629249372,0.0,0.0,0.0,0.0,0.0,1,1122.0,4675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,3.0718685831622174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
E00015,N,30,171,1,27.668720054757017,0.015605749486652977,0.0,0.0,0.0,0.0,0.0,1,171.0,903,0.0,0.0,0.0,0.0,0.0,0.0,38359083.31578947,2023,0.0,0.0,0.4681724845995893,54.3,54.525,0.3181980515339484,-0.8975409836063961,0.0,0.0,-44.45945945945946,0.0,0.0,0.0,23.0,0.3695652173913043,0.9583333333333334,0.0,0.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E00016,N,37,875,1,33.50855578370979,0.0647464713173132,0.0,0.0,0.0,0.0,1.0,2,436.5,897,1.0,32.0,531.0,0.4174285714285714,0.0,0.0,25235950.0,2024,-2.1999999999999997,12.603333333333333,2.3956194387405887,58.78,49.35833333333333,6.026847987685326,1.9890854748678752,0.0,50.565,12.69951923076923,0.0,0.0,14.116504854368932,58.0,0.05172413793103448,0.8923076923076924,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
E00017,N,44,1263,1,40.59411362080767,0.07858876236699645,0.0,0.0,0.0,0.0,0.0,3,451.75,74,0.0,0.0,0.0,0.0,0.0,0.0,40307503.0,2025,0.8400000000000007,18.2425,3.457905544147844,56.51,60.80571428571428,6.935101194029442,2.4355766861950734,56.51,64.29333333333334,31.380032206119164,0.2946859903381642,80.13286713286713,50.21646341463415,68.5,0.0364963503649635,0.8896103896103896,0.0,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
E00018,N,34,4226,1,19.537303216974674,0.34029874783589,0.0,0.0,0.0,0.0,0.0,1,2112.0,5214,2.0,1260.0,1808.0,0.17285849503076195,0.0,0.0,82102463.0,2022,-0.8933333333333332,15.273333333333333,11.570157426420261,56.04,54.265,3.7140229760552965,-1.6383992946022272,0.0,0.0,61.92921960072595,5.707803992740472,0.0,0.0,46.0,0.06521739130434782,0.92,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
E00019,Y,43,980,0,41.10335386721424,0.06239752956719673,2181.0,1.0,0.0,2181.0,0.0,1,980.0,980,0.0,0.0,0.0,0.0,0.0,0.0,76706797.0,2025,6.12,20.99,8.654346338124572,24.63,49.980000000000004,18.874391380916094,-22.78175735608664,24.63,39.513333333333335,26.533333333333335,0.5978494623655914,23.63372093023256,24.826704545454547,62.5,0.08,0.9191176470588235,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
E00020,N,40,2478,1,26.587268993839835,0.16960985626283367,0.0,0.0,0.0,0.0,0.0,2,618.5,3067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,6.784394250513347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
E00021,Y,30,943,0,28.27378507871321,0.08605977640885239,0.0,0.0,0.0,0.0,0.0,2,471.0,439,0.0,0.0,0.0,0.0,0.0,0.0,53583747.0,2025,7.276666666666666,24.05,2.5817932922655715,77.05,72.744,12.073434888216358,9.024327535292803,77.05,78.36,17.501118568232663,0.3400447427293065,18.194285714285716,18.94857142857143,59.0,0.05084745762711865,0.8939393939393939,0.0,0.0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
E00022,N,25,190,1,24.88158795345654,0.02080766598220397,0.0,0.0,0.0,0.0,0.0,1,189.0,308,0.0,0.0,0.0,0.0,0.0,0.0,24324234.831288345,2025,0.0,0.0,0.5201916495550992,59.04,59.04,0.0,0.0,59.04,59.04,10.901098901098901,0.0,10.901098901098901,10.901098901098901,23.0,0.08695652173913043,1.0,0.0,0.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
E00023,N,41,2297,1,33.648186173853524,0.1533864209278643,0.0,0.0,0.0,0.0,1.0,4,573.5,1443,1.0,91.0,713.0,0.1590117544623422,0.0,0.0,16938844.0,2024,3.786,20.564,6.288843258042436,81.9,74.97,18.31987354395949,-0.7101479016149262,0.0,81.9,26.748129675810475,3.2369077306733165,0.0,15.972972972972974,94.5,0.05291005291005291,0.875,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E00024,N,30,5212,1,15.865845311430528,0.4756559434177504,501.0,2.0,0.5,250.5,0.0,1,2667.0,5087,3.0,1194.3333333333333,347.0,0.21023599386032232,1.0,648.0,85951104.0,2025,4.4833333333333325,21.021666666666665,15.641341546885695,53.95,63.416666666666664,18.357718403984745,-7.647479353268774,53.95,48.916666666666664,12.238929889298893,1.8182656826568266,6.064935064935065,5.457725947521866,115.0,0.017391304347826087,0.905511811023622,81.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
E00025,N,27,1810,1,14.715947980835045,0.18353740461885568,768.0,3.0,0.3333333333333333,256.0,0.0,2,904.0,4092,1.0,962.0,4000.0,0.20179558011049725,0.0,0.0,0.0,Unknown,0.0,0.0,7.058179329226557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
E00026,Y,34,138,0,34.05612594113621,0.011112453194830294,463.0,1.0,0.0,463.0,0.0,1,138.0,138,0.0,0.0,0.0,0.0,0.0,0.0,54883409.83974359,2025,0.0,17.23,1.6454483230663928,0.0,0.0,0.0,0.0,0.0,0.0,3.1343283582089554,0.0,3.1343283582089554,3.1343283582089554,16.0,0.0,1.0,0.0,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
E00027,N,40,852,1,31.854893908281998,0.05831622176591376,0.0,0.0,0.0,0.0,0.0,2,425.5,2266,0.0,0.0,0.0,0.0,0.0,0.0,2090502.0,2020,0.0,0.0,2.3326488706365502,0.0,0.0,0.0,0.0,0.0,0.0,-38.333333333333336,0.0,0.0,0.0,15.5,0.12903225806451613,0.8611111111111112,0.0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
E00028,N,39,888,1,29.078713210130047,0.062338756383930924,0.0,0.0,0.0,0.0,0.0,2,443.0,2904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,2.431211498973306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
E00029,Y,42,505,0,41.56331279945243,0.03291939636908836,1393.0,1.0,1.0,1393.0,0.0,1,252.0,439,0.0,0.0,0.0,0.0,0.0,0.0,64564796.0,2025,4.27,17.045,5.196440793976728,59.08,57.44,2.3193102422918765,6.578021978020256,59.08,57.44,8.333333333333334,0.0,7.101063829787234,8.333333333333334,37.5,0.0,0.872093023255814,0.0,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
E00030,N,39,2586,1,28.750171115674195,0.18154056757752857,1681.0,3.0,0.6666666666666666,560.3333333333334,0.0,1,2585.0,3984,2.0,570.0,1443.0,0.28248259860788866,0.0,0.0,14874241.0,2022,7.003333333333333,19.846666666666664,11.682409308692677,93.6,86.71999999999998,13.865467896901276,22.8648195037864,0.0,0.0,65.29896907216495,5.105670103092783,0.0,0.0,54.5,0.01834862385321101,0.9083333333333333,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
E00031,Y,39,1411,0,35.27720739219713,0.09905403745239474,2211.0,2.0,0.0,1105.5,0.0,2,705.0,713,0.0,0.0,0.0,0.0,1.0,363.5,85561023.0,2025,1.0699999999999998,26.4175,9.91649555099247,56.45,74.19571428571429,15.963743146207763,-13.292252277416225,56.45,58.35,9.57844474761255,0.0,9.311475409836065,10.651715039577837,70.0,0.014285714285714285,0.9333333333333333,184.0,2.0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E00032,N,31,2410,1,17.505817932922657,0.21284581925768917,1424.0,1.0,0.0,1424.0,0.0,3,601.75,4275,1.0,1178.0,4000.0,0.15155601659751036,0.0,0.0,0.0,Unknown,0.0,0.0,10.496919917864476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
E00033,N,37,117,1,36.92265571526352,0.008657528164715022,0.0,0.0,0.0,0.0,0.0,1,116.0,134,0.0,0.0,0.0,0.0,0.0,0.0,27602875.263157893,2025,0.0,0.0,0.3203285420944558,0.0,0.0,0.0,0.0,0.0,0.0,26.017241379310345,0.0,26.017241379310345,26.017241379310345,15.0,0.0,0.9375,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
E00034,Y,29,2271,0,23.520876112251884,0.21440203922679318,1911.0,2.0,0.0,955.5,0.0,3,756.3333333333334,1170,1.0,347.0,347.0,0.1608322324966975,0.0,0.0,95759287.0,2025,9.409999999999998,23.043333333333333,11.449691991786448,97.35,63.87555555555556,20.191248172853943,5.894734925860531,97.35,77.67999999999999,-49.374887892376684,3.5381165919282513,8.03804347826087,11.133333333333333,114.5,0.017467248908296942,0.9462809917355371,0.0,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
E00035,Y,30,2165,0,24.802190280629706,0.19758156513803332,0.0,0.0,0.0,0.0,0.0,3,721.0,988,2.0,538.5,166.0,0.33741339491916855,0.0,0.0,72597721.0,2025,9.701666666666666,26.891666666666666,5.927446954141,92.08,81.89111111111112,11.159754079329483,2.8440822627416207,92.08,81.76666666666667,18.872888888888887,3.078222222222222,9.20855614973262,10.085492227979275,107.5,0.013953488372093023,0.9598214285714286,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
E00036,Y,36,4971,0,22.869267624914443,0.378051562856491,0.0,0.0,0.0,0.0,0.0,1,4971.0,4971,2.0,1817.0,1078.0,0.14695232347616174,0.0,0.0,101255200.0,2025,10.681666666666667,25.448333333333334,13.609856262833675,62.86,76.44222222222223,16.827293883582247,2.102572226083397,62.86,69.62,-44.715695067264576,4.661883408071749,15.377777777777778,11.229461756373938,127.0,0.03937007874015748,1.0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
